	EHI01184	EHI01652	EHI01139	EHI01101	EHI01106	EHI01651	EHI01147	EHI01640	EHI01233	EHI01095	EHI01186	EHI01097	EHI01790	EHI01109	EHI01828	EHI01089	EHI01638	EHI01098	EHI01824	EHI01219	EHI01645	EHI01189	EHI01788	EHI01797	EHI01146	EHI01660	EHI01798	EHI01656	EHI01648	EHI01196	EHI01128	EHI01634	EHI01182	EHI01117	EHI01792	EHI01185	EHI01152	EHI01636	EHI01120	EHI01647	EHI01187	EHI01794	EHI01789	EHI01642	EHI01823	EHI01188	EHI01802	EHI01221	EHI01104	EHI01641	EHI01653	EHI01796	EHI01822	EHI01220	EHI01650	EHI01793	EHI01090	EHI01126	EHI01125	EHI01119	EHI01799	EHI01637	EHI01661	EHI01654	EHI01635	EHI01821	EHI01801	EHI01639	EHI01107	EHI01659	EHI01643	EHI01110	EHI01192	EHI01800	EHI01195	EHI01649	EHI01791	EHI01087	EHI01795	EHI01127	EHI01644	EHI01105	EHI01787	EHI01646	EHI01143	EHI01116	EHI01224	EHI01121	EHI01655	EHI01657	EHI01223	EHI01140	EHI01658	EHI01193	EHI01820
EHA03161_bin.87	6	24	223	72	264	32886	108	813930	40262	2233	1590	4	230	412	8866	4418	29	3786	307	1705	35516	341	23	4	131	6	100	110	15151	179	13	207	38863	130	109	35632	9089	49	48	8679	8	4	15	511	11544	86	112	12	17	535	534	227839	240593	268	9600	218	877383	357	2	50	59	2021	44918	532	1683	771	40	18	1	7291	8	3376	28	2782	16709	361	1	67	118	925	662	17837	66	1280	15146	15486	15791	0	3863	4	18181	432	179	53	7841
EHA03161_bin.8	815	2	2	2	20	5	8	54	0	0	0	31	0	0	19	2540	53	7	0	0	23	0	1	0	0	0	3	0	32	2	1	52	2	10	0	2	16	0	0	4954	0	0	1	14	1	0	21	0	18	28	19475	3655	218	0	26	0	59	11037	0	0	0	0	2	30	0	0	29	33	0	0	0	0	0	1754	4	0	0	18	275	12	82	1	0	28	2	0	0	0	3	0	0	0	4	0	3
EHA03161_bin.91	930	0	149	597	114	1187	20	1303	1230	72	8	0	2	0	130	3753	77	252	27	42	553	0	247	0	0	6	95	18	75	399	0	2200	107	218	105	10488	42	3	0	7653	5	2	13	96	182	2	64	1	30	344	2902	1192216	930776	17	693	0	1347	1609	2	8	22	4	241	1064	4	19	100	1	2	281	2	122	27	250	802	4	11	572	217	801	304	98	2	1383	570	211	48	0	152	6	19	2	1329	16	12
EHA03161_bin.94	36	43	20	22	504	87	3875	10239	20415	79	49	2	15	28	829	59460	6756	1009	4	55	2607	111	0	1	14	383	7702	4	18386	1022	28	53718	9245	1217	163	1949	10254	2	0	123803	6	0	80	15471	72404	7	68	0	2915	48	693	77712	69055	17	2833	15	10502	383	266	4	31	159	34	5468	262	1341	498	11	16	3366	14	1536	13	1006	4975	10	19234	14746	41	11902	1230	6	8	18016	48	1050	695	5	180	19	283	59	40	2	1536
EHA03161_bin.98	0	0	11	71	466	26462	0	2257	587	102	47	0	20	6	262	83	0	32	0	347	2	2	2	0	13	0	0	2	0	0	0	2857	278	0	0	830	0	0	0	186	0	1	0	0	168	3	0	10	0	20	780	2308399	155917	4	84	0	2262	424	0	6	342	8	0	0	38	61	0	0	0	60	0	41	0	2	606	15	0	787	20	0	1157	4	0	0	12403	0	195	0	187	0	1229	15	147	0	495
EHA03161_bin.9	786	1	14	60	0	3775	4	35496	82	56	0	0	0	0	1436	40	14	8	0	262	0	0	120	0	4	0	10	2	77	0	0	14	131	124	0	4	53	0	0	70	1	2	0	4	20	0	4	0	2	6	2656	181611	196950	0	20	2	36639	1421	0	0	0	0	2	579	0	824	0	0	0	4	0	2	23	285	11	6	0	6	153714	11	2	0	4	36	1662	0	7	0	109	0	0	0	104	0	59
EHA03189_bin.10	0	0	0	0	0	0	0	0	0	504	0	0	276	0	7	0	0	74	1	0	0	0	0	0	5	0	0	0	0	0	0	3	14	0	0	492	0	0	0	0	0	0	0	0	173244	8	0	0	0	0	0	0	0	470	187	17	0	0	0	0	0	0	0	6	0	92888	0	0	0	0	0	0	0	0	884	4	0	0	0	0	0	0	0	0	0	0	835	0	921	0	58	0	0	0	190
EHA03189_bin.11	0	0	0	0	0	0	0	0	0	1390	0	0	271	0	2494	0	0	36	0	14	0	0	0	0	1	0	0	0	0	0	0	0	25	0	0	792	0	0	0	0	0	0	0	0	291605	24	0	7	0	0	0	0	0	171	66	44	0	0	0	0	0	0	0	0	0	43179	0	0	0	0	0	0	10	0	5731	4	0	0	0	0	0	0	0	0	0	0	716	0	2718	0	17	0	0	0	289
EHA03189_bin.12	0	0	0	0	0	0	0	0	0	1150	0	0	137	0	0	0	6	33	0	0	43	0	0	0	0	0	15	0	0	22	0	0	206	0	0	946	0	0	0	0	0	0	0	0	82446	8	4	0	0	0	0	0	0	156	73	59	0	0	0	0	0	0	0	2	0	150233	0	0	0	0	1	0	0	0	1707	0	17	0	0	2	1	0	0	0	0	28	363	0	2239	0	53	0	0	0	1482
EHA03189_bin.14	0	117	0	0	3	106	0	0	0	10	5	2	6	9	3	0	623	0	31	0	9773	0	0	0	0	0	2320	0	6	2208	67	16	1	0	31	6	2	0	0	0	31	2	790	0	48834	16	178	2	342	0	10	0	0	4	0	1	0	12	0	0	37	60	3	0	2	27958	8	0	22	13	11	3	0	0	57	0	2022	5	0	6	8	1	1	13	35	3829	10	8	19	64	0	0	0	8	2454
EHA03189_bin.19	539	251	501	203	135	13050	260	5704	16919	272	27	6	58	108	18777	4860	4331	689	38	24	1647	4	246	85	22	323	12054	9	745203	3107	152	18564	30377	85674	1095	20371	434947	3	2	10014	12	0	124	868	542840	155	160	0	1826	1308	2473	8655	106316	62	1709	1857	5893	1391	183	10	174	480	3116	412549	15	7713	1031	2	79	93941	125	43764	0	1955	37283	8	30878	4924	579	68036	320	1159	0	99398	5859	713	1523	22	397	159	432	4	432	6	18139
EHA03189_bin.1	55	17513	0	28	175	683	13	201	8	435	5	499	2175	342183	17	108	26073	6	1	5	476	1	0	10563	2	34	42565	0	10167	39	11634	8857	1088	4378	48	14126	5777	0	0	264	36	0	50504	33	264016	16258	12718	0	12083	4	1822	444	75	112	16	49430	201	1018	8	0	55	1391534	201	20313	0	129542	19	851	50067	384807	847	184274	0	139	2069	0	375755	2477	62	20924	436	70	0	30618	401	215	111	305	719	94705	74740	0	51	0	23909
EHA03189_bin.20	718	50	1201	294	171	23234	3029	7187	20759	213	80	4	22	87	2151	19232	1286	367	73	62	2525	61	183	94	12	703	1409	6	16436	6792	20	3819	6151	504	1490	2921	9967	0	2	39907	13	4	244	10345	248281	29	230	4	587	2920	3802	11270	38363	13	987	36	7597	2127	392	1	226	362	6086	2494	106	790	1156	8	23	9145	13	4279	9	2492	1480	32	7876	978	593	2678	427	2387	0	4013	10293	1069	902	0	381	51	388	32	575	3	855
EHA03189_bin.28	201579	169	77421	144225	14828	32669	1432	281273	488	977898	14	97	803	21358	59	36450	9498	512	174	182	548186	380	2296	22	753	27	51988	71	2589	12071	113	35269	166	194	60131	31154	1527	28	15	74126	871	2	431	5419	8284	2	19650	4	4447	190671	13405	135804	2534	969	1271	68	291639	7521	20	20	37554	86633	404578	1034	1235	70063	3132	151	7075	28282	671	12839	84740	135183	58405	1794	3792	10265	48241	112	33998	158742	141	168	13657	238256	45941	289	1867662	13517	508	264	274123	7	64460
EHA03189_bin.31	11	0	24	27	219	277	0	72	14	6802	245	0	4130	2	107	19	94	781	2517	6	3923	0	2	0	15	38	506	9	63	1	2	44	33	0	500	595	38	28	6	68	0	79	8	12	853250	663	40	0	24	64	51	3	249	5430	1879	130	82	40	22	11	1105	1	28	0	2	141611	576	0	0	37	2	36	21	0	672	45	1239	10	0	16	445	12	77	15	110	1553	3834	12	12667	5	48	0	32	5	724
EHA03189_bin.32	0	0	0	0	0	0	0	2	0	2875	3	0	103	0	738	0	16	42	0	112	0	0	52	0	141	0	16	4	2	1	0	10	97	0	0	443	4	0	0	0	0	123	0	0	218918	22	0	0	6	0	0	0	30	82	141	225	2	0	0	0	0	2	0	0	18	134987	0	0	0	0	0	0	254	0	22309	304	10	2	0	2	0	0	83	0	0	0	119	0	5587	2	151	4	5	23	161
EHA03189_bin.33	6	0	0	2	40	42	0	0	2	251	29	0	505	0	16	0	14	44	562	7	844	0	4	0	2	10	78	0	2	0	0	0	14	0	108	2047	0	4	0	0	0	24	0	0	432703	47	8	0	5	0	2	0	2	555	125	128	0	0	2	0	214	0	0	0	1	79845	161	0	0	0	0	2	4	0	1048	13	257	2	0	0	116	0	8	0	35	328	1488	0	466	0	24	0	5	6	190
EHA03189_bin.34	61	82	35	354	28	769	11	339	3431	925	85	2	99	462	573	751	820	3360	56	167	106	32	39	17	0	40	4230	22	9024	637	61	6521	9942	343	32	5372	5052	22	20	1719	13	9	106	66	142667	3836	3	6	375	86	417	298	2914	41	8621	24491	304	261	27	6	194	1937	274	1885	167	8813	287	2	29	921	117	434	44	9	30881	6	397	1673	21	4668	91	85	42	6777	344	39	11434	42	1530	41	5283	56	711	2	20704
EHA03189_bin.35	2	694	2	148	2	21	3	91	1584	1056	248	14	282	257	185	526	1400	653	93	29	21	0	26	12	0	0	5743	57	2026	277	382	4327	2184	902	7	5845	1277	3	8	1180	5	5	427	11	125119	1106	0	0	603	26	114	238	4715	52	1763	8207	53	71	0	18	207	1003	14	3986	17	11308	58	11	30	1765	284	816	1	0	4356	4	755	1276	26	2768	4	2	24	4106	2	12	11026	126	1901	28	1334	8	255	4	20393
EHA03189_bin.40	10	0	4	1648	16	215	336	63	244474	13938	14689	0	1647	60	49121	1370	52	1116	2075	1141	62	1106	16	0	1825	0	0	250	176	231	0	1	311246	24	0	291131	91	39	26	2819	21	0	0	1377	31221	2625	0	143	20	10	108	785	1331152	1253	2923	156	89	67	0	76	172	223	0	152	9208	3832	0	0	0	427	0	218	357	2	288869	3973	0	0	2	355	48	0	186	569	90	32	35229	0	27361	0	94953	2581	3170	964	25281
EHA03189_bin.41	0	0	0	0	0	8	0	4	0	551	0	0	1059	0	422	0	0	86	2	3	103	0	0	0	2	0	10	0	0	8	0	0	89	0	0	2849	0	0	0	0	0	9	2	0	286270	30	0	0	2	0	0	0	0	2070	254	172	2	0	0	0	0	0	0	4	2	118112	0	0	0	2	0	0	0	0	10774	3	9	0	0	0	0	0	0	0	8	21	1062	0	1060	0	52	0	0	0	275
EHA03189_bin.42	1	14	1743	26	300	6225	201	104789	33605	5535	2019	6	503	479	1684	6070	42	6672	275	259	20889	414	6	2	81	0	111	30	19740	299	4	1643	81339	248	2187	27566	11320	42	33	11990	6	0	17	775	16176	88	171	10	14	3957	2479	152552	260666	348	16113	159	112716	1390	0	14	494	2217	13633	1036	1189	1499	132	14	2	8221	0	4041	4	1225	27455	196	9	493	676	784	686	5336	58	992	3034	8753	46886	0	11092	2	25824	375	28	78	20442
EHA03189_bin.44	12	38	1	2	238	227	1	5	0	971	258	2	1203	63	0	0	886	54	3003	0	4953	0	0	0	1	50	3991	0	847	13	6	1001	69	2	523	261	463	18	4	2	147	78	22	0	393771	631	42	0	459	0	0	0	7	197	151	1331	0	0	34	0	1184	237	2	14	3	81717	677	0	27	705	36	326	0	0	938	6	3426	270	0	47	531	2	36	108	118	2125	1368	12	1821	35	268	0	0	16	6681
EHA03189_bin.45	107	1395	182	831	129	2407	140	3777	2299	318	107	596	356	11347	2508	285	3473	70	372	224	419	63	237	428	52	267	5389	391	7880	298	907	1822	16102	285	427	651	4503	174	126	583	138	55	1052	562	15679	522	856	89	1527	546	3006	3702	17172	268	246	1286	3995	1569	153	105	167	46174	1133	1390	110	30280	209	1119	1400	8654	704	4190	87	618	811	75	2882	498	74899	1070	302	388	204	1785	986	173	546	279	591	2571	3888	16	1597	116	27139
EHA03189_bin.46	11	16	2	6	110	52	1020	2791	3920	25	11	0	2	13	238	10718	4480	930	0	20	701	31	0	0	0	102	4964	4	9486	216	7	43094	3320	717	38	1410	5555	2	0	22885	2	0	65	3789	59004	2	36	0	2141	18	173	15080	15019	0	2424	3	2997	89	68	2	2	75	12	3565	94	1016	183	4	8	2148	4	1047	2	667	1951	2	14634	12001	10	4053	249	13	2	6267	40	284	537	10	62	18	150	28	11	0	1069
EHA03189_bin.47	0	0	6	0	0	4	36	8	18367	2663	1088	2	68	801	874	95	12	2465	8	16	2	117	4	0	70	0	221	0	38	182	0	848	6108	0	22	27211	26	14	3	150	6	0	0	130	4809	24	0	0	10	4	0	34	132386	147	6364	6	6	0	0	0	6	3184	0	6	310	2469	0	0	0	64	0	30	16	0	50632	153	0	227	0	1565	8	0	14	2301	0	0	816	0	4811	0	13061	86	2	14	21061
EHA03189_bin.7	2	4	0	31	54	8	34	0	36616	6458	865	0	291	97	4291	74	56	162	54	73	4	266	2	0	96	0	0	42	12	12	2	9	77877	1	0	29595	9	0	0	207	5	0	3	150	4185	518	0	48	33	0	6	88	118996	112	291	6	2	0	0	22	0	346	0	13	2252	1102	0	2	0	20	0	16	34	4	12272	256	0	0	0	51	162	0	8	96	4	0	1041	0	12890	0	93967	556	136	261	21918
EHA03189_bin.9	108	23846	2	175	37932	51	144	190	0	2573	5498	1744	750	1506	34697	189	405795	2	70	40	9721	98	4	9	0	11	4045	24	72373	63	14713	15822	1620	10430	306	532	42233	0	0	365	3824	12	14383	437	33061	159	1023	0	183591	14	28141	849	72	609	7	432	174	16150	9	0	245	6091	75	49359	0	3610	311	3193	401	20090	4863	9231	0	121344	187102	0	3462	4561	2074	199106	87234	28	109	288186	27	4282	2173	2011	4773	748	313	2	405	6	5944
EHA03206_bin.10	42	1544	24	48	484	32	21	250	14	38	56	62	56	841	539	384	5104	26	46	55	574	0	20	32	2	50	858	26	4786	6	1048	35751	72	5265	10	4510	2712	16	12	862	41	24	623	42	776	40	121	10	2312	62	14811	2516	86	74	45	168	306	8176	30	12	124	3601	168	25363	0	275	80	153	66	104270	177	46723	2	1552	2147	8	166	9679	106	7581	907	59	33	11291	16	205	38	108	52	176	35	0	122	18	524
EHA03206_bin.11	28	819	20	67	35	640	159	2391	2569	213	16	16	49	157	272	5560	13371	4220	16	50	182	7	6	93	0	51	30134	36	76166	1359	501	119186	26998	14649	115	2342	45480	13	0	11689	5	2	69	613	276853	190	3109	3	6022	89	1024	4823	4054	48	10145	1314	2554	585	28	10	27	499	242	69271	95	15308	587	24	233	2687	244	1181	4	1230	5083	2	78763	33338	88	6446	76	128	9	9729	283	101	9272	118	350	413	1759	14	120	8	4711
EHA03206_bin.14	31923	11	94203	7	540	2	56	324	0	52	0	4	0	2	2	53	6	2	2	0	4003	4	3	0	0	0	2	4	2	124	2	139673	4	1012	8235	86	0	0	0	136	0	0	0	218	10	0	6	0	2	245204	392	23541	10	0	24	0	315	189	0	0	8064	0	3432	4359	4	2	463	0	0	1091	14	494	0	2237	62	8	74	40703	11441	4	1339	1351	2	25	0	1710	2	2	133	2	12	0	15	0	0
EHA03206_bin.17	469	942	286	168	79	18617	123	1538	25	6	30	29	36	18	62	392	5164	0	69	26	3426	0	43	77	4	392	11362	62	226	4031	571	515	15	18	1063	12	128	62	35	776	40	25	256	389	20784	26	318	29	2370	719	1604	361	1038	26	5	43	1804	964	215	24	259	102	2878	152	1	7942	679	63	346	336	145	103	22	455	1069	11	7125	165	507	40	265	972	85	69	8542	1454	39	51	14	643	5	2	277	22	570
EHA03206_bin.1	10	3776	1479279	57	86160	6292	82492	1042380	203172	364	128	2183	120	19681	455	5530290	29403	463	601	78	855502	211	43	651	168	50	75102	8	1144231	76	2321	1807551	7570	169129	2539891	16941	676345	3	0	11323879	4	2	17088	308432	812	9	147105	2	13463	3634140	1453440	5996837	153089	160	1177	34	1121602	837821	50	4	457737	81753	1426231	776330	180	148	13026	3891	643	2419304	99	1139652	4	1168751	1821	342	5980	511827	936260	11311	195646	570799	17	16703	2750	368157	1663	48	671	1291	1685	44	107	6	913
EHA03206_bin.23	131	40059	6	28	20147	17477	403	731	7	20	4	43038	9	22076	59	299	646	2	9	27	98307	0	0	41	4	1745	689	2	40254	15401	25043	108	21	455	169	69	24853	2	0	628	15	2	195	1761	914	51	3168	0	334	23	60106	12383	156	4	6	190	677	35118	1226	0	1962	88992	15793	2320	0	512	423	74721	5083	2504	70	1239	0	9387	201	0	1069	43	670	2302	46348	6196	2	3266	7746	42132	3	36	5	9737	384	0	12	4	105
EHA03206_bin.24	13631	176388	2	47	886	2280	122	38256	8	6249	32	108751	29905	66681	114	2133	356887	518	12	16	1625	0	7	27811	6	348	143987	21	99550	14	101705	154475	14496	23027	1780	8074	54202	24	20	4519	15940	0	39285	521	55136	20726	61922	7	153442	12	6832	5695	1023	18573	1371	36826	39442	3680	169	12	157	289217	1746	126817	0	111936	7884	201201	68722	152351	110675	68318	6	4180	4030	4	41219	40601	15	150234	2058	695	18	221338	984	659	14840	46579	12954	137663	3956	0	88	12	40909
EHA03206_bin.25	75	1064	267	262	351	812	9943	31679	13135	102	134	445	89	450	702	36440	7120	55	65	134	2735	19	51	77	22	332	5983	168	46667	3254	587	4347	3071	697	451	3600	27903	133	67	75575	45	12	355	38542	52823	143	197	23	3162	768	1095	71137	40161	69	120	260	32608	521	139	70	156	2057	567	3160	26	1228	1044	879	237	39930	816	18826	26	967	7824	94	12035	1197	269	13880	843	196	81	20512	362	1224	484	339	197	645	1225	12	473	44	1061
EHA03206_bin.26	10	76	484	118	667	31180	149	391267	50637	3706	2126	8	433	1148	6258	5317	78	8224	330	1086	43188	379	16	0	152	2	424	98	46804	234	43	555	98837	399	883	70757	28081	60	39	10663	10	4	33	614	27580	246	479	18	39	1135	2102	250282	261249	536	20234	719	421759	1187	0	46	569	4463	69555	1584	1766	1689	322	20	5	16079	16	7712	20	2071	32942	381	5	113	284	1994	1499	28247	73	2846	14145	18301	42413	4	6929	2	33904	457	172	72	20054
EHA03206_bin.3	1008	11725	83	98	2276	1159	281	428	188249	327	10	3916	1293	1555	177	173017	23482	4210	2	11	4038	2	101	745	1	38	3040	220	6559	25	6076	43335	1027	1422	204	27037	3330	0	0	352751	835	4	1587	1261	2648	975	2153	0	9276	209	9847	291831	196341	1078	10006	1488	494	5503	16	84	526	7200	382	7981	6	3956	1208	8143	2455	10503	10092	4508	3	248	12717	0	1460	11890	925	63195	5361	149	0	91446	557	1807	818	3618	694	5366	115	2	194	8	720
EHA03206_bin.5	4	21	4	7	361	292	0	61	3	4	11	0	4	67	26	52	140011	2	0	0	56	0	29	0	0	16	22	9	814	10	8	60	11	7	156	4	526	0	0	102	15759	0	26	6	11412	70	25	0	64393	16	27	19	21	0	3	0	58	17	2	4	111	331	357	33	2	773	69	2	21	4	4	3	0	53	19	0	393	17	3	60	846	107	5	71	180	7	8	4	2	41	6	0	7	0	1
EHA03206_bin.6	249	7030	368	26	84	1597	42	3226	475	719	11	284	12	393	136	4361	249329	36	6	15	697	2	21	360	0	18	265910	9	2448	19	4317	621	388	50006	839	13282	1329	2	0	8999	1724	0	29	177	41837	2	697	0	115083	1030	6771	3476	1627	87	90	275	3450	3836	19	2	134	1528	673	234327	2	46	127	435	49	137082	1605	64883	3	773	742	2	94662	138	484	153	183	225	2	289	712	344	1177	639	1169	118	188	5	61	5	103360
EHA03206_bin.7	0	34	0	0	2	2	0	2	0	0	2	4	4	392	0	44	159	0	0	0	11	0	0	2	0	16	99	0	2	0	23	16	0	20	0	2119	0	2	0	67	6	0	70	1	552	14	16	0	72	0	161	174	0	0	0	5	0	126	22	0	0	1528	10	138	0	109	0	6	91	135804	112	64889	0	4	35	0	222	1	18	190	0	0	0	258	0	10	2	74	2	181	33	0	5	0	108
EHA03206_bin.9	12	193	0	26	593	6908	4	498	5	1	15	10608	6	20437	30	68	498	0	0	2	935	1	0	6	0	275	100	0	92	7	74	30	2	10	566	22	13	0	0	192	9	0	61	20	33	8	482	0	263	5	5565	237	20	0	2	16	566	3499	167	0	332	80382	333	115	0	44	207	18784	25584	74999	13	36434	0	198	131	0	41	9	657	19230	1180	136	0	27573	2673	371	1	3	4	49196	25	0	28	0	45
